"R","P","Collection Time","Source Url","Url","Term","Course","Enrl","Median"
"","","1/12/2018 12:54:08 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","AAAS-88.02-01","30","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","AAAS-88.02-01","30","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","AMES-40.05-01","10","A-/B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","AMES-40.06-01","54","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ANTH-003-01","50","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ANTH-055-01","27","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARAB-011-90","20","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARAB-022-90","15","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARAB-023-90","15","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARTH-062-01","54","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARTH-065-01","35","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ASTR-001-01","22","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ASTR-002-01","114","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ASTR-003-01","87","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-013-01","67","B"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-014-01","56","B"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-022-01","14","B+/B"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-045-01","13","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHEM-052-01","42","B"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHEM-063-01","14","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHIN-011-90","14","A /A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHIN-62.02-01","12","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CLST-004-01","75","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COLT-42.03-01","19","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COLT-52.02-01","12","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-024-01","18","A-/B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-050-01","38","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-056-01","47","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-056-02","37","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-69.07-01","32","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","EARS-005-01","80","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","EARS-040-01","29","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-020-01","66","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-020-02","66","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-021-01","19","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-021-02","19","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-022-01","22","B /B-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-022-02","22","B /B-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-026-01","63","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-026-02","63","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-077-01","20","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","EDUC-060-01","35","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-015-01","31","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-036-01","23","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-046-01","21","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-080-01","12","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-003-01","41","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-003-02","19","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-010-01","84","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-022-01","26","B+/B"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-025-01","37","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-031-01","47","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-031-02","37","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-033-01","26","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENVS-025-01","40","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENVS-039-01","26","A-/B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-001-01","33","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-023-01","13","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-031-01","10","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-42.03-01","12","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FREN-35.03-01","13","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GEOG-002-01","33","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GEOG-045-01","19","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-003-90","12","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-005-90","17","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-006-90","17","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-44.02-01","36","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-005-01","24","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-053-01","30","A /A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-20.02-01","35","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-20.04-01","11","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-20.05-01","32","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-84.16-01","13","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-010-01","13","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-021-01","24","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-023-01","28","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-06.03-01","30","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-06.11-01","36","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-94.09-01","87","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-96.12-01","11","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-96.12-02","11","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","INTS-018-01","33","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JAPN-011-90","17","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JAPN-022-90","17","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JAPN-023-90","17","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JWST-011-01","87","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JWST-34.02-01","36","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","LACS-30.06-01","12","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","LACS-50.09-01","32","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","LATS-005-01","26","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","MATH-020-01","20","B"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","MATH-022-01","50","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","MATH-031-01","18","B"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PBPL-040-01","33","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PBPL-043-01","20","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHIL-09.06-01","36","B+"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHIL-50.20-01","17","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHYS-003-01","38","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHYS-042-01","15","A"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PSYC-010-01","25","A-"
"","","1/12/2018 12:54:12 AM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PSYC-011-01","22","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","AAAS-88.02-01","30","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","AMES-40.05-01","10","A-/B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","AMES-40.06-01","54","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ANTH-003-01","50","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ANTH-055-01","27","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARAB-011-90","20","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARAB-022-90","15","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARAB-023-90","15","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARTH-062-01","54","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ARTH-065-01","35","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ASTR-001-01","22","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ASTR-002-01","114","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ASTR-003-01","87","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-013-01","67","B"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-014-01","56","B"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-022-01","14","B+/B"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","BIOL-045-01","13","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHEM-052-01","42","B"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHEM-063-01","14","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHIN-011-90","14","A /A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CHIN-62.02-01","12","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","CLST-004-01","75","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COLT-42.03-01","19","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COLT-52.02-01","12","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-024-01","18","A-/B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-050-01","38","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-056-01","47","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-056-02","37","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","COSC-69.07-01","32","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","EARS-005-01","80","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","EARS-040-01","29","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-020-01","66","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-020-02","66","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-021-01","19","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-021-02","19","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-022-01","22","B /B-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-022-02","22","B /B-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-026-01","63","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-026-02","63","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ECON-077-01","20","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","EDUC-060-01","35","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-015-01","31","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-036-01","23","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-046-01","21","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGL-080-01","12","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-003-01","41","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-003-02","19","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-010-01","84","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-022-01","26","B+/B"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-025-01","37","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-031-01","47","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-031-02","37","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENGS-033-01","26","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENVS-025-01","40","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","ENVS-039-01","26","A-/B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-001-01","33","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-023-01","13","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-031-01","10","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FILM-42.03-01","12","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","FREN-35.03-01","13","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GEOG-002-01","33","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GEOG-045-01","19","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-003-90","12","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-005-90","17","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-006-90","17","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GERM-44.02-01","36","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-005-01","24","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-053-01","30","A /A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-20.02-01","35","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-20.04-01","11","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-20.05-01","32","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","GOVT-84.16-01","13","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-010-01","13","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-021-01","24","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-023-01","28","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-06.03-01","30","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-06.11-01","36","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-94.09-01","87","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-96.12-01","11","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","HIST-96.12-02","11","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","INTS-018-01","33","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JAPN-011-90","17","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JAPN-022-90","17","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JAPN-023-90","17","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JWST-011-01","87","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","JWST-34.02-01","36","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","LACS-30.06-01","12","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","LACS-50.09-01","32","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","LATS-005-01","26","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","MATH-020-01","20","B"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","MATH-022-01","50","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","MATH-031-01","18","B"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PBPL-040-01","33","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PBPL-043-01","20","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHIL-09.06-01","36","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHIL-50.20-01","17","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHYS-003-01","38","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PHYS-042-01","15","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PSYC-010-01","25","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PSYC-011-01","22","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","PSYC-025-01","60","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","REL -048-01","26","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","SART-015-01","14","A-"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","SART-015-02","12","A"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","SOCY-022-01","33","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","SOCY-025-01","28","B+"
"","","1/13/2018 12:40:30 PM","http://www.dartmouth.edu/~reg/transcript/medians/15x.html","","15X","SOCY-044-01","26","A-"
