"R","P","Collection Time","Source Url","Url","Term","Course","Enrl","Median"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-020-01","40","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-021-01","63","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-022-01","48","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-023-01","50","B+/B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-026-01","29","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-027-01","36","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-033-01","54","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-035-01","25","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-037-01","56","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-066-01","49","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-076-01","26","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-089-01","32","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-091-01","13","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENGS-160-01","25","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENVS-003-01","84","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENVS-017-01","39","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENVS-040-90","14","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENVS-042-90","14","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENVS-060-01","36","B+/B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENVS-084-90","14","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ENVS-80.03-01","14","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FILM-001-01","47","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FILM-020-01","16","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FILM-030-01","12","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FILM-033-01","15","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FILM-43.01-01","18","B+/B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-001-01","14","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-001-02","18","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-001-03","10","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-002-01","12","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-002-02","17","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-002-03","16","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-002-04","10","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-003-01","12","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-003-02","17","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-008-02","18","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-021-01","11","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-10.08-01","15","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","FREN-53.06-01","12","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-001-01","51","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-006-01","43","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-011-01","18","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-012-01","24","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-020-01","34","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-050-01","39","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-090-01","17","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GEOG-090-02","12","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GERM-001-01","12","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GERM-001-02","15","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GERM-001-03","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GERM-003-01","11","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-003-01","50","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-004-01","44","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-005-01","47","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-005-02","35","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-006-01","39","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-010-01","27","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-010-02","32","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-016-01","23","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-031-01","48","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-053-01","32","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-057-01","17","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-065-01","36","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-090-90","16","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-091-90","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-30.02-01","25","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-30.03-01","30","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-30.08-01","23","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-40.09-01","28","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-40.13-01","30","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-40.15-01","39","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-50.02-01","35","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-50.06-01","34","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-81.08-01","12","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-81.15-01","16","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-83.02-01","18","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-85.08-01","15","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-85.29-01","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-86.30-01","13","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","GOVT-92.02-90","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-003-01","33","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-012-01","29","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-014-01","73","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-016-01","14","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-020-01","10","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-022-01","21","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-028-01","20","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-036-01","40","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-046-01","35","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-049-01","15","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-05.03-01","20","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-05.08-01","17","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-053-01","35","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-053-02","33","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-06.29-01","13","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-06.30-01","39","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-062-01","12","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-068-01","19","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-098-01","14","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-43.02-01","14","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-94.03-01","33","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-95.01-90","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-95.02-90","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-96.06-01","10","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HIST-96.25-01","11","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HUM -001-02","16","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HUM -001-03","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","HUM -001-04","16","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","INTS-016-01","43","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","INTS-80.01-01","22","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ITAL-001-01","14","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ITAL-001-02","10","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ITAL-003-01","10","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","ITAL-003-02","10","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","JAPN-001-01","10","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","JAPN-001-02","10","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","JAPN-63.02-01","12","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","JWST-40.01-01","28","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","JWST-68.02-01","15","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LACS-001-01","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LACS-020-01","28","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LACS-30.02-01","29","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LACS-50.08-01","39","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LACS-50.10-01","14","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LAT -001-01","16","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LAT -001-02","19","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LAT -001-03","14","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LAT -015-01","14","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LAT -022-01","11","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LING-001-01","59","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LING-018-01","26","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LING-022-01","24","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","LING-11.09-01","23","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","M&SS-036-01","13","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-001-01","34","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-001-02","34","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-003-01","222","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-003-02","222","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-003-03","222","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-003-04","222","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-003-05","222","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-008-01","110","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-008-02","110","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-008-03","110","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-011-01","167","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-011-02","167","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-011-03","167","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-011-04","167","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-013-01","37","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-020-01","23","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-022-01","63","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-022-02","63","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-023-01","34","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-023-02","34","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-025-01","15","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-031-01","20","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-036-01","13","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-050-01","14","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-053-01","10","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-086-01","11","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MATH-100-01","20","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MUS -001-01","22","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MUS -004-01","35","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MUS -020-01","12","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MUS -025-01","10","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MUS -05.01-01","24","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MUS -051-01","27","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","MUS -45.03-01","23","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","NAS -008-01","38","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","NAS -014-01","73","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","NAS -042-01","21","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PBPL-045-01","21","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PBPL-052-01","25","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PBPL-085-01","12","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PBPL-81.09-01","18","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-003-01","26","B+/B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-008-01","30","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-01.02-01","17","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-01.03-01","30","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-01.06-01","26","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-01.09-01","27","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-011-01","21","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-034-01","16","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-09.01-01","37","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-50.17-90","14","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-50.21-01","13","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHIL-80.13-01","10","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHYS-003-01","75","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHYS-013-01","103","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHYS-013-02","103","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHYS-015-01","40","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHYS-019-01","11","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PHYS-043-01","34","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-001-01","163","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-006-01","64","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-010-01","55","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-011-01","21","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-021-01","41","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-024-01","58","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-040-01","21","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-045-01","27","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-060-01","11","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-065-01","13","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-065-02","17","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-50.01-01","34","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-51.02-01","27","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-51.07-01","22","A /A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-52.01-01","22","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-80.01-01","10","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","PSYC-84.04-01","13","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","QBS -175-01","32","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","QSS -015-02","18","B+/B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","QSS -017-01","23","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","QSS -036-01","13","B-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","QSS -041-01","12","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","QSS -30.01-01","27","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -001-01","41","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -008-01","28","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -017-01","23","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -039-01","28","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -046-01","27","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -052-01","29","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -062-01","48","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -070-90","13","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -071-90","13","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -19.06-01","17","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -19.15-01","60","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -20.05-01","20","A-/B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","REL -74.07-90","13","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","RUSS-010-01","55","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","RUSS-019-01","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","RUSS-027-01","11","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SART-015-01","16","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SART-015-02","13","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SART-015-03","15","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SART-016-01","11","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SART-020-01","10","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SART-065-01","10","A"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SOCY-001-01","90","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SOCY-010-01","25","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SOCY-015-01","25","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SOCY-023-01","32","B+"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SOCY-035-01","26","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SOCY-069-01","29","B"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SOCY-49.15-01","15","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-001-01","83","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-001-02","83","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-001-03","83","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-001-04","83","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-001-05","83","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-002-01","89","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-002-02","89","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-002-03","89","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-002-04","89","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-002-05","89","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-003-01","59","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-003-02","59","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-003-03","59","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-003-04","59","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-009-01","56","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-009-02","56","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-009-03","56","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-009-04","56","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-020-01","19","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-020-02","19","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-020-91","17","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-021-91","17","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-024-90","17","A-"
"","","","http://www.dartmouth.edu/~reg/transcript/medians/15f.html","","15F","SPAN-032-01","16","A /A-"
